275	0.999920	-0.000224	0.173706	0.000224	0.999920	-0.061340
276	1.000079	-0.000199	-0.008789	0.000199	1.000079	-0.094818
277	0.999778	-0.000941	1.076416	0.000941	0.999778	-0.189941
278	1.000291	-0.000251	0.010620	0.000251	1.000291	-0.110565
279	0.999708	-0.000616	0.933960	0.000616	0.999708	-0.038635
280	1.000215	-0.000392	0.157959	0.000392	1.000215	0.205139
281	0.999724	-0.000041	0.511597	0.000041	0.999724	0.130371
282	1.000278	-0.000099	-0.571289	0.000099	1.000278	-0.315186
283	0.999643	-0.000372	0.406250	0.000372	0.999643	0.134918
284	1.000170	0.000102	-0.265991	-0.000102	1.000170	-0.057922
285	0.999682	0.000036	0.944702	-0.000036	0.999682	0.147156
286	1.000201	0.000023	-0.184082	-0.000023	1.000201	-0.327789
287	0.999778	0.000334	-0.019409	-0.000334	0.999778	0.013428
288	1.000311	0.000069	-0.247681	-0.000069	1.000311	-0.296539
289	0.999551	0.000112	0.873535	-0.000112	0.999551	0.905792
290	1.000441	-0.000063	0.310181	0.000063	1.000441	0.246002
291	0.999677	-0.000358	0.568237	0.000358	0.999677	0.949707
292	1.000133	-0.000045	1.101318	0.000045	1.000133	0.195099
293	0.999668	0.000057	0.693970	-0.000057	0.999668	0.644745
294	1.000277	0.000003	-0.493896	-0.000003	1.000277	-0.177246
295	0.999781	0.000019	1.350464	-0.000019	0.999781	0.455505
296	1.000195	-0.000135	0.134277	0.000135	1.000195	-0.328003
297	0.999729	-0.000038	0.617676	0.000038	0.999729	0.056366
298	1.000334	-0.000001	0.327271	0.000001	1.000334	-0.196838
299	0.999546	-0.000123	1.344849	0.000123	0.999546	0.039642
300	1.000477	-0.000077	0.323364	0.000077	1.000477	-0.389771
301	0.999680	-0.000350	0.477173	0.000350	0.999680	0.293793
302	1.000315	-0.000011	0.111084	0.000011	1.000315	0.087555
303	0.999710	-0.000083	0.804443	0.000083	0.999710	0.201508
304	1.000314	0.000285	-0.769287	-0.000285	1.000314	0.659485
305	0.999659	-0.000447	0.594849	0.000447	0.999659	0.310638
306	1.000285	0.000088	-0.212524	-0.000088	1.000285	0.226135
307	0.999664	-0.000323	0.942505	0.000323	0.999664	0.987183
308	1.000150	0.000046	-0.020996	-0.000046	1.000150	-0.092377
309	0.999959	-0.000006	1.057861	0.000006	0.999959	0.056915
310	1.000085	-0.000042	0.292969	0.000042	1.000085	-0.273407
311	0.999882	-0.000038	1.196533	0.000038	0.999882	0.014008
312	1.000309	-0.000098	0.578857	0.000098	1.000309	-0.257019
313	0.999683	-0.000217	1.195190	0.000217	0.999683	0.248566
314	1.000377	0.000020	0.456299	-0.000020	1.000377	0.123596
315	0.999647	-0.000145	0.793335	0.000145	0.999647	0.530731
316	1.000183	-0.000019	0.144531	0.000019	1.000183	-0.207825
317	0.999737	0.000083	0.646240	-0.000083	0.999737	0.114990
318	1.000278	0.000132	0.394531	-0.000132	1.000278	-0.071960
319	0.999832	0.000060	0.278931	-0.000060	0.999832	0.525391
320	1.000141	-0.000052	-0.286499	0.000052	1.000141	-0.034637
321	0.999812	0.000096	0.089478	-0.000096	0.999812	0.359772
322	1.000162	0.000201	-0.050415	-0.000201	1.000162	0.237946
323	0.999675	0.000236	0.991699	-0.000236	0.999675	0.673889
324	1.000367	0.000191	0.265503	-0.000191	1.000367	0.083282
325	0.999777	0.000422	0.430908	-0.000422	0.999777	1.027435
326	1.000245	0.000145	0.666504	-0.000145	1.000245	-0.181946
327	0.999725	0.000231	0.958862	-0.000231	0.999725	0.768951
328	1.000332	-0.000048	0.628540	0.000048	1.000332	-0.319946
329	0.999758	0.000137	0.912598	-0.000137	0.999758	0.960022
330	1.000335	0.000095	0.230835	-0.000095	1.000335	-0.178131
331	0.999705	0.000275	1.285522	-0.000275	0.999705	0.353088
332	1.000381	0.000401	-0.246826	-0.000401	1.000381	-0.439545
333	0.999727	0.000154	0.458374	-0.000154	0.999727	0.160309
334	1.000229	0.000319	-0.029785	-0.000319	1.000229	-0.041748
335	0.999777	0.000100	0.524536	-0.000100	0.999777	0.045074
336	1.000363	0.000109	0.036499	-0.000109	1.000363	-0.302399
337	0.999712	-0.000066	1.199951	0.000066	0.999712	-0.055664
338	1.000326	0.000170	0.247681	-0.000170	1.000326	0.431030
339	0.999488	-0.000363	1.253906	0.000363	0.999488	0.554962
340	1.000262	0.000109	0.835693	-0.000109	1.000262	0.267090
341	0.999673	-0.000062	0.720337	0.000062	0.999673	0.943848
342	1.000191	0.000173	0.107056	-0.000173	1.000191	0.074219
343	0.999615	0.000085	2.064819	-0.000085	0.999615	0.795502
344	1.000400	0.000050	0.296021	-0.000050	1.000400	-0.504700
345	0.999580	0.000145	0.961914	-0.000145	0.999580	0.274902
346	1.000526	-0.000003	0.107910	0.000003	1.000526	-0.146118
347	0.999677	0.000013	1.158081	-0.000013	0.999677	0.248718
348	1.000162	0.000055	-0.037842	-0.000055	1.000162	0.008057
349	0.999840	-0.000104	1.302002	0.000104	0.999840	0.274170
350	1.000263	-0.000410	0.281250	0.000410	1.000263	-0.087067
351	0.999918	-0.000318	0.253418	0.000318	0.999918	0.313660
352	1.000036	0.000148	0.428223	-0.000148	1.000036	0.432068
353	0.999885	-0.000295	0.984253	0.000295	0.999885	0.612396
354	0.999958	0.000211	0.475220	-0.000211	0.999958	0.396332
355	1.000064	0.000172	0.816650	-0.000172	1.000064	0.388367
356	0.999931	0.000072	0.146973	-0.000072	0.999931	0.117218
357	1.000009	0.000096	0.047119	-0.000096	1.000009	0.156708
358	1.000050	0.000284	0.752930	-0.000284	1.000050	0.353638
359	0.999930	0.000196	0.356323	-0.000196	0.999930	0.371796
360	1.000055	0.000606	0.302124	-0.000606	1.000055	0.153168
361	1.000004	0.000228	0.905762	-0.000228	1.000004	-0.145721
362	1.000132	-0.000047	0.355225	0.000047	1.000132	0.169128
363	0.999598	0.000203	0.949097	-0.000203	0.999598	0.757660
364	1.000369	0.000040	0.869263	-0.000040	1.000369	0.193787
365	0.999655	-0.000220	1.450562	0.000220	0.999655	0.261597
366	1.000245	0.000211	-0.006958	-0.000211	1.000245	0.280975
367	0.999743	0.000139	0.910889	-0.000139	0.999743	0.718658
368	1.000311	-0.000100	0.390869	0.000100	1.000311	-0.236633
369	0.999515	-0.000234	1.459473	0.000234	0.999515	0.047089
370	1.000428	0.000296	-0.239258	-0.000296	1.000428	-0.370178
371	0.999697	-0.000166	1.325806	0.000166	0.999697	-0.346985
372	1.000334	-0.000053	0.248291	0.000053	1.000334	-0.151886
373	0.999613	0.000198	0.718750	-0.000198	0.999613	0.358124
374	1.000284	0.000162	0.856445	-0.000162	1.000284	0.015076
375	0.999681	0.000098	0.579712	-0.000098	0.999681	0.109192
376	1.000372	0.000270	0.067139	-0.000270	1.000372	-0.179657
377	0.999632	-0.000114	0.877563	0.000114	0.999632	-0.227631
378	1.000135	0.000122	-0.155518	-0.000122	1.000135	0.019470
379	0.999815	-0.000169	0.529419	0.000169	0.999815	0.003784
380	1.000322	-0.000198	0.343506	0.000198	1.000322	-0.195221
381	0.999494	-0.000143	1.052368	0.000143	0.999494	-0.003906
382	1.000258	-0.000186	0.337402	0.000186	1.000258	-0.514008
383	0.999808	-0.000060	0.203613	0.000060	0.999808	-0.063568
384	1.000229	0.000122	0.163208	-0.000122	1.000229	-0.458130
385	0.999697	-0.000093	0.633545	0.000093	0.999697	0.193787
386	1.000202	-0.000186	0.731689	0.000186	1.000202	-0.589264
387	0.999685	-0.000176	1.062744	0.000176	0.999685	-0.302551
388	1.000363	0.000048	0.051147	-0.000048	1.000363	-0.253479
389	0.999619	-0.000217	1.111328	0.000217	0.999619	-0.190582
390	1.000335	0.000082	0.173096	-0.000082	1.000335	0.061646
391	0.999517	-0.000111	0.972412	0.000111	0.999517	-0.149933
392	1.000196	0.000231	0.045776	-0.000231	1.000196	-0.322052
393	0.999732	0.000092	0.921143	-0.000092	0.999732	-0.515808
394	1.000462	0.000238	-0.137695	-0.000238	1.000462	-0.338104
395	0.999673	-0.000182	0.877563	0.000182	0.999673	0.154572
396	1.000071	-0.000144	0.060059	0.000144	1.000071	0.016632
397	0.999906	0.000010	0.220825	-0.000010	0.999906	0.298157
398	1.000124	0.000092	0.037842	-0.000092	1.000124	0.067383
399	0.999679	0.000128	0.618164	-0.000128	0.999679	0.294708
400	1.000238	0.000206	-0.042358	-0.000206	1.000238	0.118622
401	0.999735	0.000423	1.001099	-0.000423	0.999735	0.161743
402	1.000347	0.000556	-0.457031	-0.000556	1.000347	-0.117462
403	0.999641	0.000061	-0.421387	-0.000061	0.999641	-0.778046
404	1.000356	0.000097	-1.110962	-0.000097	1.000356	-0.116486
405	0.999898	0.000508	1.487183	-0.000508	0.999898	1.052887
406	1.000272	0.000571	0.161255	-0.000571	1.000272	1.544220
407	0.999436	0.000001	0.286377	-0.000001	0.999436	0.468536
408	1.000407	0.001147	-1.398315	-0.001147	1.000407	1.484009
409	0.999659	0.000342	0.213135	-0.000342	0.999659	0.477966
410	1.000109	0.001208	-2.417236	-0.001208	1.000109	1.554321
411	0.999739	0.000912	-4.858032	-0.000912	0.999739	-1.470245
412	1.000207	-0.000240	-6.075562	0.000240	1.000207	-1.701874
413	0.999511	0.000911	-0.689209	-0.000911	0.999511	0.124512
414	1.000365	0.000252	2.255249	-0.000252	1.000365	0.584198
415	0.999592	0.002405	5.306152	-0.002405	0.999592	4.813934
416	1.000574	0.000323	1.825562	-0.000323	1.000574	1.171814
417	0.999565	0.000745	0.220459	-0.000745	0.999565	1.430603
418	1.000018	0.002602	0.164062	-0.002602	1.000018	3.545197
419	0.999985	0.001089	2.290405	-0.001089	0.999985	1.541290
420	1.000340	-0.000431	-0.471802	0.000431	1.000340	-0.718750
421	0.999685	0.000425	-0.708252	-0.000425	0.999685	2.348572
422	1.000126	0.001004	1.076416	-0.001004	1.000126	2.697693
423	0.999650	0.000798	0.570923	-0.000798	0.999650	2.647736
424	1.000291	0.001660	0.031128	-0.001660	1.000291	2.534058
425	0.999644	0.001907	1.636475	-0.001907	0.999644	2.481384
426	1.000268	0.002412	0.053467	-0.002412	1.000268	2.361664
427	0.999707	0.001804	0.176025	-0.001804	0.999707	1.593201
428	1.000225	0.002374	-1.554565	-0.002374	1.000225	1.386108
