1392	1.000199	0.000024	0.163452	-0.000024	1.000199	-0.134064
1393	0.999836	-0.000145	-0.195312	0.000145	0.999836	0.040863
1566	1.000379	0.000346	-0.951050	-0.000346	1.000379	0.019409	
1567	0.999710	0.000197	0.581055	-0.000197	0.999710	0.481110	
1568	1.000094	0.000481	-0.240479	-0.000481	1.000094	-0.120972	
1569	0.999996	0.000142	-0.140747	-0.000142	0.999996	0.152435	
1570	1.000277	0.000129	-0.946899	-0.000129	1.000277	0.146362	
1571	0.999713	0.000108	0.177368	-0.000108	0.999713	0.187286	
1572	1.000155	0.000133	-0.331055	-0.000133	1.000155	0.056244	
1573	0.999794	0.000095	-0.387207	-0.000095	0.999794	0.387299	
1574	1.000096	-0.000030	-0.230713	0.000030	1.000096	-0.055328	
1575	0.999921	0.000112	0.046631	-0.000112	0.999921	0.225708	
1576	1.000170	0.000342	0.014648	-0.000342	1.000170	0.123291	
1577	0.999741	-0.000011	0.010010	0.000011	0.999741	0.087189	
1578	1.000090	0.000059	0.089844	-0.000059	1.000090	0.401184	
1579	0.999689	0.000243	-0.626587	-0.000243	0.999689	0.508636	
1580	1.000261	0.000098	-0.306396	-0.000098	1.000261	-0.190369	
1581	0.999616	0.000010	0.733154	-0.000010	0.999616	0.216431	
1582	1.000171	0.000065	-0.056519	-0.000065	1.000171	0.252380	
1583	0.999899	0.000116	-0.086304	-0.000116	0.999899	0.261353	
1584	1.000136	0.000184	0.074341	-0.000184	1.000136	-0.103302	
1585	0.999875	-0.000006	0.140137	0.000006	0.999875	0.038086	
1586	1.000111	0.000088	-0.010620	-0.000088	1.000111	-0.065979	
1587	0.999890	0.000071	0.031128	-0.000071	0.999890	0.059448	
1588	1.000303	0.000144	0.049316	-0.000144	1.000303	0.003876	
1589	0.999766	-0.000126	0.078857	0.000126	0.999766	0.111481	
1590	1.000087	0.000034	0.048462	-0.000034	1.000087	0.196472	
1591	0.999830	-0.000118	0.535767	0.000118	0.999830	0.482544	
1592	1.000093	-0.000014	-0.012451	0.000014	1.000093	0.014832	
1593	0.999915	0.000202	0.222168	-0.000202	0.999915	0.440399	
1594	1.000059	0.000106	0.020874	-0.000106	1.000059	0.141510	
1595	0.999847	0.000138	0.173950	-0.000138	0.999847	0.128998	
1596	1.000368	0.000268	0.154663	-0.000268	1.000368	0.321716	
1597	0.999590	0.000027	0.767212	-0.000027	0.999590	0.718414	
1598	1.000172	0.000076	-0.289917	-0.000076	1.000172	0.140869	
1599	0.999824	0.000035	0.432739	-0.000035	0.999824	0.042603	
1600	1.000167	0.000099	-0.212524	-0.000099	1.000167	0.281189	
1601	0.999760	0.000193	0.156128	-0.000193	0.999760	0.964600	
1602	1.000121	-0.000100	-0.071533	0.000100	1.000121	-0.196136	
1603	0.999854	-0.000023	0.272095	0.000023	0.999854	0.195953	
1604	1.000199	-0.000224	0.316162	0.000224	1.000199	0.225403	
1605	0.999748	-0.000071	0.492920	0.000071	0.999748	0.209167	
1606	1.000198	0.000192	0.362427	-0.000192	1.000198	0.379150	
1607	0.999682	0.000068	-0.190308	-0.000068	0.999682	0.281586	
1608	1.000207	0.000063	-0.026001	-0.000063	1.000207	0.121338	
1609	0.999738	0.000071	0.424561	-0.000071	0.999738	0.914978	
1610	1.000157	0.000058	0.028442	-0.000058	1.000157	-0.079681	
1611	0.999879	0.000309	-0.003296	-0.000309	0.999879	0.037476	
1612	1.000487	-0.000136	0.027954	0.000136	1.000487	-0.706970	
1613	0.999630	0.000241	0.572388	-0.000241	0.999630	0.777344	
1614	1.000303	0.000082	-0.980469	-0.000082	1.000303	0.372498	
1615	0.999703	-0.000127	0.447266	0.000127	0.999703	0.322968	
1616	1.000130	-0.000049	0.196289	0.000049	1.000130	-0.131409	
1617	0.999920	0.000152	0.224731	-0.000152	0.999920	0.052673	
1618	1.000188	0.000138	-0.056030	-0.000138	1.000188	-0.001770	
1619	0.999950	-0.000005	0.137207	0.000005	0.999950	0.183167	
1620	1.000082	-0.000214	-0.041870	0.000214	1.000082	0.010498	
1621	0.999802	-0.000004	-0.125854	0.000004	0.999802	0.247711	
1622	1.000256	0.000101	0.304199	-0.000101	1.000256	0.203064	
1623	0.999892	0.000189	0.255981	-0.000189	0.999892	0.144836	
1624	1.000166	0.000094	-0.306519	-0.000094	1.000166	0.044647	
1625	0.999879	0.000008	0.037109	-0.000008	0.999879	0.256470	
1626	1.000123	0.000090	-0.265747	-0.000090	1.000123	0.157410	
1627	0.999868	0.000029	0.047729	-0.000029	0.999868	0.119110	
1628	1.000101	0.000083	-0.056030	-0.000083	1.000101	0.083191	
1629	0.999907	0.000003	0.215088	-0.000003	0.999907	-0.015045	
1630	1.000100	0.000109	-0.260010	-0.000109	1.000100	0.184967	
1631	0.999771	-0.000040	0.412476	0.000040	0.999771	-0.140869	
1632	1.000143	0.000120	-0.183105	-0.000120	1.000143	-0.564392	
1633	0.999807	-0.000179	0.279663	0.000179	0.999807	0.002930	
1634	1.000075	-0.000028	-0.025269	0.000028	1.000075	0.051514	
1635	0.999795	-0.000137	-0.347290	0.000137	0.999795	-0.110046	
1636	1.000324	-0.000159	-0.028564	0.000159	1.000324	-0.092163	
1637	0.999590	0.000081	-0.121826	-0.000081	0.999590	0.291382	
1638	1.000265	-0.000175	-0.053223	0.000175	1.000265	-0.402100	
1639	0.999764	-0.000012	0.157593	0.000012	0.999764	0.121399	
1640	1.000034	-0.000186	0.166260	0.000186	1.000034	-0.283722	
1641	0.999713	0.000055	0.461426	-0.000055	0.999713	0.307739	
1642	0.999957	-0.000246	0.167847	0.000246	0.999957	0.530640	
1643	0.999947	0.000206	0.223145	-0.000206	0.999947	0.032898	
1644	1.000067	0.000102	-0.057251	-0.000102	1.000067	0.069489	
1645	1.000116	0.000163	-0.658203	-0.000163	1.000116	-0.102905	
1646	1.000050	0.000082	-0.133545	-0.000082	1.000050	-0.015320	
1647	0.999881	-0.000154	-0.057129	0.000154	0.999881	-0.588104	
1648	0.999941	0.000305	0.010864	-0.000305	0.999941	0.579102	
1649	0.999934	-0.000122	0.149292	0.000122	0.999934	-0.363159	
1650	1.000011	0.000119	-0.133301	-0.000119	1.000011	-0.176270	
1651	1.000030	0.000052	-0.146484	-0.000052	1.000030	0.159363	
1652	0.999924	0.000040	-0.427612	-0.000040	0.999924	0.293976	
1653	0.999981	0.000028	0.015869	-0.000028	0.999981	0.088074	
1654	1.000018	0.000033	0.014893	-0.000033	1.000018	-0.063477	
1655	1.000007	0.000103	-0.030762	-0.000103	1.000007	0.027832	
1656	1.000002	0.000320	-0.238281	-0.000320	1.000002	0.141541	
1657	0.999869	-0.000221	-0.075439	0.000221	0.999869	0.114197	
1658	0.999960	0.000237	-0.441406	-0.000237	0.999960	1.030487	
1659	0.999833	0.000338	0.356201	-0.000338	0.999833	0.079346	
1660	1.000233	0.000254	0.234619	-0.000254	1.000233	-0.226410	
1661	0.999967	0.000091	-0.251465	-0.000091	0.999967	0.417603	
1662	0.999965	0.000138	-0.168213	-0.000138	0.999965	0.281464	
1663	0.999958	0.000080	-0.169556	-0.000080	0.999958	0.283539	
1664	0.999930	0.000113	0.058350	-0.000113	0.999930	0.173767	
1665	1.000088	0.000289	-0.334106	-0.000289	1.000088	0.315247	
1666	0.999937	0.000004	0.309082	-0.000004	0.999937	-0.233063	
1667	1.000018	0.000167	-0.002319	-0.000167	1.000018	0.397949	
1668	1.000017	0.000129	-0.274170	-0.000129	1.000017	0.327271	
1669	1.000014	-0.000040	-0.213257	0.000040	1.000014	0.194946	
1670	0.999899	-0.000033	0.161499	0.000033	0.999899	0.258698	
1671	0.999965	0.000148	0.070801	-0.000148	0.999965	0.127838	
1672	0.999944	0.000227	0.226685	-0.000227	0.999944	0.113434	
1673	1.000012	-0.000016	0.490234	0.000016	1.000012	0.133484	
1674	0.999963	0.000159	0.036987	-0.000159	0.999963	0.622986	
1675	0.999947	-0.000118	-0.137573	0.000118	0.999947	0.292542	
1676	0.999930	0.000174	0.292358	-0.000174	0.999930	-0.111511	
1677	1.000096	0.000113	0.063965	-0.000113	1.000096	0.015686	
1678	0.999976	-0.000025	-0.587036	0.000025	0.999976	0.307159	
1679	1.000013	0.000040	-0.037598	-0.000040	1.000013	0.203918	
1680	0.999925	0.000204	0.146729	-0.000204	0.999925	0.473663	
1681	0.999877	0.000092	0.507446	-0.000092	0.999877	0.297333	
1682	1.000097	-0.000002	0.741699	0.000002	1.000097	-0.050659	
1683	0.999917	0.000194	0.315674	-0.000194	0.999917	0.873901	
1684	1.000027	-0.000018	0.189209	0.000018	1.000027	0.277344	
1685	0.999963	0.000056	0.004517	-0.000056	0.999963	0.298157	
1686	1.000118	0.000128	-0.017212	-0.000128	1.000118	0.263550	
1687	0.999848	0.000162	0.260498	-0.000162	0.999848	0.514221	
1688	1.000358	0.000186	0.182861	-0.000186	1.000358	0.074158	
1689	0.999710	0.000000	0.864746	-0.000000	0.999710	0.177551	
1690	1.000227	0.000122	-0.102295	-0.000122	1.000227	0.135651	
1691	0.999918	0.000051	0.188354	-0.000051	0.999918	0.192780	
1692	1.000100	0.000075	-0.160767	-0.000075	1.000100	0.100403	
1693	0.999914	-0.000013	0.110718	0.000013	0.999914	0.300018	
1694	1.000091	-0.000083	-0.100830	0.000083	1.000091	-0.109619	
1695	0.999790	-0.000179	0.158081	0.000179	0.999790	0.235046	
1696	1.000110	-0.000172	0.224976	0.000172	1.000110	-0.204102	
1697	0.999686	-0.000125	0.736084	0.000125	0.999686	0.032501	
1698	1.000347	0.000086	0.047241	-0.000086	1.000347	0.015594	
1699	0.999839	-0.000225	0.182007	0.000225	0.999839	-0.004303	
1700	1.000041	0.000068	-0.071289	-0.000068	1.000041	0.158844	
1701	0.999900	0.000025	0.232788	-0.000025	0.999900	0.198578	
1702	0.999983	-0.000028	0.085571	0.000028	0.999983	-0.013855	
1703	0.999927	-0.000085	0.244995	0.000085	0.999927	-0.076294	
1704	1.000039	0.000065	0.077881	-0.000065	1.000039	0.073822	
1705	0.999945	0.000020	0.137451	-0.000020	0.999945	0.077240	
1706	1.000081	0.000019	-0.033569	-0.000019	1.000081	0.086761	
1707	0.999762	0.000245	0.657349	-0.000245	0.999762	0.533417	
1708	1.000295	-0.000005	-0.212402	0.000005	1.000295	-0.128845	
1709	0.999883	0.000128	0.087524	-0.000128	0.999883	0.302826	
1710	1.000093	0.000152	-0.026367	-0.000152	1.000093	0.131805	
1711	0.999962	0.000179	-0.113647	-0.000179	0.999962	0.272766	
1712	1.000158	0.000153	0.281006	-0.000153	1.000158	0.342834	
1713	0.999782	0.000274	0.232422	-0.000274	0.999782	0.648651	
1714	1.000125	0.000135	0.055786	-0.000135	1.000125	0.056122	
1715	0.999828	0.000123	0.366089	-0.000123	0.999828	0.223053	
1716	1.000258	0.000286	-0.218262	-0.000286	1.000258	0.109863	
1717	0.999907	0.000092	0.081299	-0.000092	0.999907	0.225830	
1718	1.000058	0.000101	0.111694	-0.000101	1.000058	0.102539	
1719	0.999793	0.000150	0.367188	-0.000150	0.999793	0.284302	
1720	1.000093	0.000107	-0.098633	-0.000107	1.000093	0.142853	
1721	0.999917	0.000024	0.015259	-0.000024	0.999917	0.138611	
1722	0.999992	0.000050	0.139404	-0.000050	0.999992	0.060608	
1723	0.999780	0.000044	0.464355	-0.000044	0.999780	0.078979	
1724	1.000018	0.000025	0.105591	-0.000025	1.000018	0.177521	
1725	0.999897	0.000069	0.016968	-0.000069	0.999897	0.234833	
1726	1.000139	0.000009	0.232666	-0.000009	1.000139	-0.050537	
1727	0.999823	0.000013	0.699219	-0.000013	0.999823	0.297119	
1728	1.000269	0.000164	-0.306885	-0.000164	1.000269	0.227783	
1729	0.999806	-0.000094	0.702271	0.000094	0.999806	0.250031	
1730	1.000139	0.000208	-0.222046	-0.000208	1.000139	0.347229	
1731	0.999874	0.000054	0.195557	-0.000054	0.999874	0.402710	
1732	1.000266	0.000035	0.116455	-0.000035	1.000266	-0.083374	
1733	0.999829	0.000042	0.326050	-0.000042	0.999829	0.023956	
1734	1.000245	0.000026	0.093384	-0.000026	1.000245	-0.034058	
1735	0.999752	0.000004	0.619507	-0.000004	0.999752	0.170746	
1736	1.000293	0.000006	-0.538452	-0.000006	1.000293	0.144287	
1737	0.999774	-0.000044	0.137817	0.000044	0.999774	0.203979	
1738	1.000091	-0.000098	0.005005	0.000098	1.000091	0.123230	
1739	0.999842	-0.000101	0.308594	0.000101	0.999842	0.216461	
1740	1.000113	-0.000234	0.603516	0.000234	1.000113	-0.237335	
1741	0.999848	-0.000317	0.252197	0.000317	0.999848	0.288239	
1742	1.000171	-0.000008	-0.135132	0.000008	1.000171	0.106110	
1743	0.999804	0.000135	0.758179	-0.000135	0.999804	-0.084351	
1744	1.000224	0.000026	-0.250122	-0.000026	1.000224	-0.190704	
1745	0.999894	0.000237	0.158691	-0.000237	0.999894	0.415771	
1746	1.000266	0.000193	0.423340	-0.000193	1.000266	-0.442657	
1747	0.999696	-0.000202	0.193970	0.000202	0.999696	-0.122559	
1748	1.000142	-0.000025	-0.201782	0.000025	1.000142	0.081879	
1749	0.999716	-0.000015	-0.354492	0.000015	0.999716	0.222046	
1750	1.000138	-0.000027	-0.056763	0.000027	1.000138	0.087860	
1751	0.999903	0.000037	0.106567	-0.000037	0.999903	0.172516	
1752	1.000071	0.000097	-0.014526	-0.000097	1.000071	-0.022766	
1753	0.999922	0.000150	0.141602	-0.000150	0.999922	0.117249	
1754	1.000154	0.000414	-0.114624	-0.000414	1.000154	0.176605	
1755	0.999918	0.000224	-0.129517	-0.000224	0.999918	0.821381	
1756	1.000044	0.000209	-0.177368	-0.000209	1.000044	0.382202	
1757	0.999872	0.000227	0.170044	-0.000227	0.999872	0.217957	
1758	1.000212	0.000282	-0.115845	-0.000282	1.000212	-0.087219	
1759	0.999956	0.000296	-0.060303	-0.000296	0.999956	0.107086	
1760	1.000194	0.000301	-0.329590	-0.000301	1.000194	0.124390	
1761	0.999828	0.000260	-0.005859	-0.000260	0.999828	0.504791	
1762	1.000007	0.000197	0.092529	-0.000197	1.000007	0.531342	
1763	0.999851	0.000332	0.436768	-0.000332	0.999851	0.722168	
1764	1.000128	-0.000047	-0.205444	0.000047	1.000128	-0.223663	
1765	0.999855	0.000509	0.035522	-0.000509	0.999855	0.172974	
1766	1.000013	0.000145	0.052612	-0.000145	1.000013	0.168182	
1767	0.999940	0.000095	0.110840	-0.000095	0.999940	0.177917	
1768	1.000055	0.000170	-0.306763	-0.000170	1.000055	0.128967	
1769	0.999888	0.000314	-0.497803	-0.000314	0.999888	0.217316	
1770	1.000139	0.000052	-0.057983	-0.000052	1.000139	0.102295	
1771	0.999807	0.000123	0.359253	-0.000123	0.999807	0.513336	
1772	1.000061	0.000120	-0.034058	-0.000120	1.000061	0.183746	
1773	1.000042	0.000138	-0.217896	-0.000138	1.000042	0.167328	
1774	1.000051	0.000029	0.041992	-0.000029	1.000051	0.043793	
1775	0.999795	0.000110	0.003296	-0.000110	0.999795	0.225159	
1776	1.000130	0.000328	-0.083130	-0.000328	1.000130	0.128540	
1777	0.999888	-0.000072	0.151855	0.000072	0.999888	0.325134	
1778	1.000089	0.000033	-0.126587	-0.000033	1.000089	0.002930	
1779	0.999720	0.000195	0.485962	-0.000195	0.999720	0.168060	
1780	1.000230	0.000200	-0.407349	-0.000200	1.000230	0.061188	
